,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
259,"ΘΕΣΠΡΩΤΙΑΣ,ΠΡΕΒΕΖΑΣ",Π. ΗΠΕΙΡΟΥ,ΟΧΙ,40,,8/4/2011,,"MULTIPOLYGON (((20.385416484804328 39.31762426050085, 20.383233881955043 39.316822023781086, 20.375924723599994 39.320607231008246, 20.380908810774716 39.326819040661995, 20.38035550914122 39.32914882845578, 20.385409537820983 39.335203564233666, 20.384618414979762 39.33558987287454, 20.387928149028426 39.336535115149395, 20.388077055703775 39.33778048842069, 20.38607702795982 39.33944951849937, 20.38745866421091 39.34521493545407, 20.395035378170984 39.33888180179738, 20.392804059869633 39.32835535115869, 20.392230918948034 39.328402418603524, 20.390556305554583 39.325563955901934, 20.391065306719664 39.32292712163588, 20.385416484804328 39.31762426050085)), ((20.385092496071817 39.34719232062062, 20.378531143688864 39.34279874452018, 20.373322597738294 39.346446585458345, 20.373203715515384 39.34765650593224, 20.373911855486686 39.349590646113576, 20.37933095082988 39.35200668770243, 20.385092496071817 39.34719232062062)))",39.31762426,20.38541648
260,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,11.6,,11/22/2012,,"MULTIPOLYGON (((25.898885415607598 41.12902914270317, 25.896487043714046 41.129062446721754, 25.89655547732524 41.12938693350001, 25.896441124641775 41.13411025838878, 25.893226055056154 41.13725616863569, 25.904544954625234 41.13736632687727, 25.908351674650767 41.1340835683392, 25.906563099903202 41.13290333400485, 25.903484428113263 41.13556430012776, 25.8980026129698 41.1355101178457, 25.898794824474187 41.13474395985621, 25.898934309247107 41.12925811258391, 25.898885415607598 41.12902914270317)))",41.12902914,25.89888542
261,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3.45,2.999,10/13/2021,,"MULTIPOLYGON (((25.986666016897182 41.08584014528249, 25.98684614201301 41.09181787569637, 25.99474749365554 41.09168131221004, 25.99456665336809 41.08570361036718, 25.986666016897182 41.08584014528249)))",41.08584015,25.98666602
262,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,4.7,,9/4/2020,,"MULTIPOLYGON (((22.788228220692783 38.307127824158094, 22.788664882453062 38.30561544985337, 22.78143053212933 38.30368667658804, 22.78052968253575 38.30484751050553, 22.785737342057942 38.30727175844407, 22.788228220692783 38.307127824158094)))",38.30712782,22.78822822
263,ΑΡΚΑΔΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,8,8,10/16/2006,,"MULTIPOLYGON (((22.270401354427793 37.488733670222146, 22.270338081398762 37.48910819992157, 22.275744785690087 37.49081232249174, 22.276728340133968 37.49030027936441, 22.276760933666182 37.49022926849158, 22.276927555307733 37.490196565112484, 22.277840253507758 37.48972139333923, 22.278089928027498 37.48941739664894, 22.278214134786552 37.488337490977834, 22.27798078073802 37.487927461458625, 22.27753874371844 37.487547752682175, 22.276964330746374 37.48731014967629, 22.277014801572854 37.4869527127066, 22.27658218126011 37.48600370053466, 22.275512836049295 37.485487197622554, 22.274276356265567 37.485612772974214, 22.2734521715394 37.4862495093388, 22.273235456676396 37.4871096867891, 22.272819218318958 37.48726063456249, 22.27248259109027 37.48746920413297, 22.272337449246592 37.4876415101902, 22.270562959621437 37.48840730759648, 22.270401354427793 37.488733670222146)), ((22.26944289187933 37.48882601681167, 22.26994638082253 37.48865157733277, 22.270354004178582 37.488380047713676, 22.270560266982834 37.48840334576687, 22.27233353122528 37.487638077209006, 22.2724778964594 37.48746669311832, 22.272610375962355 37.48702273263435, 22.272585369848624 37.48662620186223, 22.272419323441294 37.48622871272987, 22.272801336862162 37.48562911860978, 22.272831949707765 37.48501350296804, 22.27257067256893 37.48446362667316, 22.27207615113855 37.48404110028913, 22.27208738648985 37.48350178517369, 22.271867594059163 37.483004449746474, 22.2705100699862 37.482381135877596, 22.26980220413568 37.482274328491215, 22.26926485806258 37.48244268723256, 22.2688610214707 37.482694174935226, 22.267558888504222 37.4882321093405, 22.26944289187933 37.48882601681167)))",37.48873367,22.27040135
264,ΚΑΡΔΙΤΣΑΣ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,2.3,2.3,5/7/2021,,"MULTIPOLYGON (((21.618500248878657 39.32509419589966, 21.618564905804053 39.323188621151566, 21.615782999485432 39.32313164731461, 21.615718267204528 39.325037218222114, 21.618500248878657 39.32509419589966)))",39.3250942,21.61850025
265,ΚΑΡΔΙΤΣΑΣ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3.45,3,5/7/2021,,"MULTIPOLYGON (((21.551764005596315 39.3853180963413, 21.556404413411848 39.38541569347429, 21.556584841433256 39.38024411971735, 21.55194477541837 39.38014654042958, 21.551764005596315 39.3853180963413)))",39.3853181,21.55176401
266,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,3,11/3/2021,,"MULTIPOLYGON (((22.870232164742102 41.078847599159346, 22.87211271012765 41.078866022653735, 22.87208206888323 41.08065827593713, 22.876652639660307 41.08070292692773, 22.876736670170956 41.075767466559554, 22.87614695672559 41.07544644279972, 22.87029138227184 41.07538918135228, 22.870232164742102 41.078847599159346)))",41.0788476,22.87023216
267,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3.45,2.999,10/14/2021,,"MULTIPOLYGON (((22.27591411323076 38.39614951598167, 22.277921928877088 38.39527129492832, 22.277314902343125 38.39286003866942, 22.273598606910667 38.39458314248492, 22.27591411323076 38.39614951598167)))",38.39614952,22.27591411
268,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,4.6,4.2,12/30/2020,,"MULTIPOLYGON (((23.208733911129876 38.3879669239863, 23.213836947248588 38.38616099508466, 23.213755920671456 38.38386978346634, 23.210702542734303 38.38303877431056, 23.206507591323433 38.38347959635996, 23.205823439649546 38.384060932084665, 23.20721262355947 38.38796803811283, 23.208733911129876 38.3879669239863)))",38.38796692,23.20873391
269,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,36,,5/30/2012,,"MULTIPOLYGON (((22.268139859751145 38.37831229184572, 22.26665812934281 38.37779042798662, 22.264065901703635 38.38110138516515, 22.267031669891526 38.38347019201422, 22.268743149811538 38.38179234776819, 22.268579219149874 38.38146551892968, 22.26810651471477 38.38112511631149, 22.26929356621406 38.37973606033729, 22.268139859751145 38.37831229184572)), ((22.279769295990093 38.35852521271625, 22.273278291467335 38.354753149368115, 22.270448471038062 38.36354255331031, 22.268898883369417 38.370936006914725, 22.26883617799005 38.37500819979297, 22.26740545912019 38.37683582118851, 22.268453546913804 38.37792194691221, 22.270387927505464 38.378455408751805, 22.27259312975646 38.37587464786341, 22.27297213189162 38.36956329051008, 22.273620716024535 38.36346315659275, 22.274876374421854 38.3611927604419, 22.27865718423604 38.360058840980656, 22.279769295990093 38.35852521271625)), ((22.276002748921574 38.38414317488244, 22.27427805975541 38.38300940082048, 22.271754961871498 38.384639316025506, 22.270863931331814 38.38551829329916, 22.269823157362463 38.38739530800832, 22.271480062383898 38.388492102274306, 22.276002748921574 38.38414317488244)))",38.37831229,22.26813986
270,ΛΑΡΙΣΑΣ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,3.45,2.999,10/14/2021,,"MULTIPOLYGON (((22.039672586591877 40.080340189095374, 22.04167217378415 40.079725393290765, 22.04076659213939 40.078178595624955, 22.038646983930658 40.07889043929398, 22.039672586591877 40.080340189095374)))",40.08034019,22.03967259
271,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3.45,2.99,10/12/2021,,"MULTIPOLYGON (((25.78213994147223 41.04219402427127, 25.787448005085107 41.04490412349546, 25.79087121202041 41.04390518043194, 25.791912661009743 41.038439455623134, 25.789668844341318 41.0368529794061, 25.78321247488803 41.037853830354166, 25.78213994147223 41.04219402427127)))",41.04219402,25.78213994
272,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,4.6,4,12/30/2020,,"MULTIPOLYGON (((23.235986125054445 38.36718451753146, 23.235693844243873 38.36730671866106, 23.235170034891166 38.368111508031774, 23.229221516690156 38.36887363845794, 23.22859001127745 38.37172929398093, 23.228954826816235 38.372466703112266, 23.237547906463124 38.37307300439413, 23.238563102220056 38.370782882922754, 23.238322389891003 38.36948146040034, 23.237258566967856 38.36801894436652, 23.235986125054445 38.36718451753146)))",38.36718452,23.23598613
273,ΦΛΩΡΙΝΑΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,19.8,,11/15/2013,,"MULTIPOLYGON (((21.512770954061317 40.65122724445045, 21.528044869378338 40.66361431039877, 21.531018024617133 40.66139007545128, 21.515757995901772 40.648502154058974, 21.512770954061317 40.65122724445045)))",40.65122724,21.51277095
274,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,4.2,4.2,12/30/2020,,"MULTIPOLYGON (((23.147662990738603 38.34398676667987, 23.149339934687536 38.34316540710019, 23.1477612667447 38.34014520506663, 23.145698575155464 38.34059726336621, 23.142896785609793 38.34121123452086, 23.14103917036713 38.34227341690051, 23.14470824400365 38.34543388377973, 23.147662990738603 38.34398676667987)))",38.34398677,23.14766299
275,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,9/26/2020,,"MULTIPOLYGON (((21.563898250751866 40.41312496881889, 21.56071672234155 40.40993715279916, 21.556694498228367 40.41249729916894, 21.559910605399242 40.41543827406071, 21.56019135098164 40.41550217405953, 21.563898250751866 40.41312496881889)))",40.41312497,21.56389825
276,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,4,4,12/30/2020,,"MULTIPOLYGON (((23.125842194354146 38.35003882415628, 23.122803396228434 38.354673492588276, 23.124422696484903 38.35579600685665, 23.13118376290837 38.35361823201902, 23.131250970638597 38.35312962336476, 23.130988407820734 38.35228731445268, 23.13044282042105 38.35133648236967, 23.12963845752348 38.350752447146014, 23.12853703932722 38.35018915287277, 23.127076504189493 38.34994976155168, 23.125842194354146 38.35003882415628)))",38.35003882,23.12584219
277,ΚΟΖΑΝΗΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3,,9/28/2020,,"MULTIPOLYGON (((21.600407453644696 40.416175826541185, 21.599468294947794 40.41610540460215, 21.59852914174348 40.41617582494384, 21.597626068409145 40.416384382071165, 21.59679378951288 40.416723057531655, 21.59606427992711 40.41717883961075, 21.5954655713136 40.41773421140748, 21.595020673404306 40.41836782969546, 21.594746679087212 40.41905535802811, 21.59465412703275 40.41977037011528, 21.59474657852116 40.420485384779184, 21.595020485350997 40.42117292963837, 21.59546532606586 40.42180658261672, 21.596064015321605 40.4223619931673, 21.59679354658336 40.42281781388746, 21.597625887774047 40.42315652396182, 21.598529036024495 40.4233651000779, 21.599468294176077 40.423435528844664, 21.600407553041006 40.42336510031749, 21.601310702743323 40.423156523889105, 21.60214303801132 40.422817816881285, 21.602872572534327 40.42236199471417, 21.603471262676358 40.42180658341376, 21.603916104793594 40.42117292944915, 21.604190012772563 40.420485379792495, 21.604282462890517 40.41977036442953, 21.604189911504232 40.41905536167373, 21.60391591894945 40.41836783411902, 21.603471019506834 40.41773421263832, 21.602872310150968 40.41717883867284, 21.602142800860058 40.41672305843004, 21.601310522591284 40.416384382379725, 21.600407453644696 40.416175826541185)))",40.41617583,21.60040745
278,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3,,1/22/2020,,"MULTIPOLYGON (((25.92175550820322 41.13169373260159, 25.923682638666357 41.13264346305489, 25.925201271285733 41.13134553383705, 25.922894464314638 41.1305536212832, 25.92175550820322 41.13169373260159)))",41.13169373,25.92175551
279,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,25.2,25.2,9/5/2013,,"MULTIPOLYGON (((25.856467928305868 41.21450063054656, 25.856207243298638 41.2118711788371, 25.846734879689016 41.21253660540113, 25.846332246321758 41.215221649201865, 25.856467928305868 41.21450063054656)), ((25.846116188965542 41.223607591807045, 25.860297848109695 41.22111078134602, 25.859830715556786 41.2185834479166, 25.844732143645924 41.22081971198584, 25.846116188965542 41.223607591807045)), ((25.85723928846619 41.19855414501498, 25.86018753509609 41.20026966406606, 25.860703825386864 41.19821583192305, 25.868715153758806 41.1952003566682, 25.86727370330275 41.19324712510618, 25.85760348372429 41.19692289678899, 25.85723928846619 41.19855414501498)), ((25.848308747697683 41.207172056954875, 25.854293447167162 41.20493449298535, 25.8527397543409 41.20268158328574, 25.846794961804076 41.20492249532457, 25.848308747697683 41.207172056954875)))",41.21450063,25.85646793
280,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,10,,7/3/2014,,"MULTIPOLYGON (((26.14284485347253 40.96778378548979, 26.14402045421593 40.96849151396524, 26.146721872024013 40.966045276397686, 26.149564801949957 40.962839720843, 26.148427501040533 40.96221240013539, 26.14284485347253 40.96778378548979)), ((26.151764529038232 40.962519443936145, 26.154750918433972 40.962274493029504, 26.15702111357407 40.963024669773915, 26.159850493791957 40.95942279395614, 26.158682076241835 40.958570974460606, 26.156011742806754 40.961584370819196, 26.154833935553658 40.96117404713313, 26.15155072152407 40.96142454168964, 26.151764529038232 40.962519443936145)))",40.96778379,26.14284485
281,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,7.2,,6/17/2019,,"MULTIPOLYGON (((23.432401599991273 38.23233438874588, 23.43710326952452 38.23456506566139, 23.437656399296586 38.235441918686085, 23.438886863722658 38.23442039487056, 23.439549058392497 38.23299960065583, 23.437049897235585 38.23111306349117, 23.434333002232943 38.23080259305087, 23.432401599991273 38.23233438874588)), ((23.439829290740093 38.2381740496234, 23.44362940683984 38.24032805938806, 23.44730429193933 38.23792108971343, 23.44326003415787 38.234819739327634, 23.44095516976784 38.23589027115177, 23.439829290740093 38.2381740496234)))",38.23233439,23.4324016
282,ΤΡΙΚΑΛΩΝ,Π. ΘΕΣΣΑΛΙΑΣ,ΝΑΙ,28,28,3/23/2011,,"MULTIPOLYGON (((21.39858780041528 39.4324186187807, 21.40121140674948 39.43294545747164, 21.402252399503666 39.429827629375865, 21.409960977145992 39.42293507647106, 21.413707267698292 39.421733996196735, 21.413404682973876 39.41806273256456, 21.414820620022244 39.414745254856186, 21.41192179182386 39.41388666768938, 21.41009966444807 39.41787582329258, 21.410704260953896 39.42012708901118, 21.407690582327653 39.42110882974425, 21.39937412312224 39.429078514817235, 21.39858780041528 39.4324186187807)))",39.43241862,21.3985878
283,ΑΡΚΑΔΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,18,,11/20/2014,,"MULTIPOLYGON (((22.45581574818622 37.33495623795666, 22.45466096163275 37.33787939625758, 22.456574051036966 37.34092372800255, 22.459140002682965 37.34185848105473, 22.45935558845635 37.34235700411029, 22.459055558313917 37.34488574770496, 22.4667437124408 37.35708109431224, 22.474545975757977 37.35372099591258, 22.47305749257428 37.350285861661405, 22.471730061038933 37.34949359910954, 22.47029610633921 37.347275889843075, 22.469529578125314 37.34499469693161, 22.4691898698329 37.34170956617379, 22.46166871494819 37.33355436291512, 22.45581574818622 37.33495623795666)))",37.33495624,22.45581575
284,ΛΑΚΩΝΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,28.8,,9/26/2019,,"MULTIPOLYGON (((23.05305510605452 36.57871410670277, 23.051757319944652 36.57790148430064, 23.050866920212535 36.57850739598421, 23.050823130905574 36.57934541185264, 23.0460167732766 36.582083561119575, 23.042382186032572 36.5822347108425, 23.040721395024992 36.58366370246459, 23.04124394337923 36.58479473878057, 23.042692930837333 36.58513091242997, 23.042478386054423 36.586210947890805, 23.044189988766615 36.587008960260036, 23.046443171348265 36.585584661647545, 23.05115079918826 36.582710492221196, 23.049928772982646 36.582096775837606, 23.053791361645963 36.57974762595196, 23.05305510605452 36.57871410670277)), ((23.057297281402192 36.58373284484647, 23.054542667668724 36.58596469444598, 23.052751522960598 36.58709533592964, 23.05174245406128 36.58916969888428, 23.053262988441727 36.59006522259147, 23.054847757672025 36.588446146380896, 23.05723425595813 36.58799628387056, 23.059202552701986 36.587002193260766, 23.05797600801019 36.585829613945535, 23.05816698956133 36.58391099860588, 23.057297281402192 36.58373284484647)), ((23.05461007083895 36.57677026396849, 23.052983200995698 36.57728020209027, 23.054368968645456 36.578210699998486, 23.055649595149422 36.57859946841054, 23.059196949932442 36.576409906343876, 23.060775921704717 36.57431292090488, 23.062325700625326 36.572774594477224, 23.06237496593995 36.57054835306035, 23.063752991164737 36.569342199270864, 23.063198827176656 36.56895922874218, 23.06135223179587 36.56825057253907, 23.06023543138393 36.56818768621079, 23.06018483602787 36.56867408090595, 23.059414771328694 36.56858687563825, 23.056980457217918 36.57026240695894, 23.056842288540466 36.57335335176215, 23.055718724810294 36.57384026492809, 23.055799439891207 36.57547256178235, 23.05461007083895 36.57677026396849)))",36.57871411,23.05305511
285,ΑΧΑΪΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,0.8,0.8,4/14/2006,,"MULTIPOLYGON (((21.874307171692255 38.07463241962051, 21.876607726433487 38.07454876547563, 21.876545624636524 38.07188752347985, 21.874460009102147 38.07175519183546, 21.874307171692255 38.07463241962051)))",38.07463242,21.87430717
286,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,5.6,5.6,6/21/2018,,"MULTIPOLYGON (((25.727697122607154 41.20527273141393, 25.724963171109383 41.20613103039291, 25.723755720339938 41.2070148812708, 25.727650655971235 41.21244432894754, 25.73202239244241 41.2081542252858, 25.727697122607154 41.20527273141393)))",41.20527273,25.72769712
287,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,5.6,5.6,6/21/2018,,"MULTIPOLYGON (((25.7169102282826 41.210146217772184, 25.723267667451672 41.204707218258385, 25.720099436222526 41.201349002946884, 25.716233858066698 41.20079286448033, 25.710883863986652 41.20564824513608, 25.711084608228536 41.20667918375006, 25.713198622965606 41.209127386846646, 25.7169102282826 41.210146217772184)))",41.21014622,25.71691023
288,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,12,,2/5/2014,,"MULTIPOLYGON (((24.54791680003492 38.1352644276804, 24.55233474891315 38.1355321403038, 24.55343442511321 38.13156144379653, 24.552733858450853 38.12641857315543, 24.55271401827218 38.123786998715396, 24.548856471976723 38.122083683110965, 24.54869538802978 38.124950431117966, 24.548997202369353 38.130212355296635, 24.54791680003492 38.1352644276804)))",38.13526443,24.5479168
289,ΚΑΡΔΙΤΣΑΣ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,4.7,4,6/30/2011,,"MULTIPOLYGON (((21.57126009790738 39.358352519735476, 21.572537215751538 39.35839365818422, 21.573733941881294 39.35406423589296, 21.572244790653983 39.354044353727474, 21.57126009790738 39.358352519735476)))",39.35835252,21.5712601
290,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,8.4,8.4,5/14/2021,,"MULTIPOLYGON (((22.551704523772887 38.329956495020426, 22.561668002491647 38.333485542410756, 22.56563323256079 38.32850559295108, 22.555850727737184 38.32337503224153, 22.551704523772887 38.329956495020426)))",38.3299565,22.55170452
